Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - DRAŽEN KELEMINEC - A - HSP - Dražen Keleminec;LUKA KOLDŽIÆ;MIRJANA TOMAC BOŠNJAK;IVAN ŠTEFANÈIÆ;DARKO KUDELIÆ;EDITA BUTI;MIROSLAV BAIÆ;DRAGICA ŽIROVIÆ;BRANKO KOLEDIÆ;SNJEŽANA KUNTIÆ;BRANKO MAJIÆ;ANÐELKA MAJIÆ;GORAN JAKOVIÆ;IVAN GANŽULIÆ;RUŽICA PAVUSA;FOKUS, REPUBLIKA;DAVOR NAÐI;PETRA ŠKROBOT;VEDRAN JERKOVIÆ;MIROSLAV PUÈKO;MARIO BUDIŠÆAK;VLATKA PAŽIN;GORAN NAVOJ;GORDANA BABIÆ;GABRIJEL DEAK;MARIJA LINDIÆ;SAŠA TOMEÈAK;IVANA MIŠLOV;DOROTEA GRGEC;DARIO ZUROVEC;ODLUÈNOST I PRAVEDNOST - OIP;DAVOR KRIVSKI;IVICA KOVAÈIÆ;KRISTIJAN MILOŠ;CARLO KOSIJER;MIROSLAV KUŠEK;KATARINA KOVAÈEVIÆ;KRISTINA ZEÈEVIÆ;TOMISLAV POŽEGA;ZDENKO ÈIÈEK;DRAŽEN RUNJE;BRANISLAV MIHALJEVIÆ;LAURA PODOBNIK;DARIJA BADROV;MARIJANA ŠIMUNIÆ RAIÈ;STRANKA IVANA PERNARA;IVAN PERNAR;VINKO KOJUNDŽIÆ;GORANKA DOROTIÆ;DEJAN KLJAJIÆ;ZORAN GUNJEVIÆ;MISLAV PERKUŠIÆ;IVANKA LEPEJ;ANA-MARIJA BARNJAK LOVRIÆ;EDIN ÈAUŠEVIÆ;SANJA VUKELIÆ;MARLON WURTZ GABROVEC;RUŽA FRANJIÈEVIÆ;PAVAO LUTRING;MATEA ÐURIÆ;DOMOVINSKI POKRET - DP, PRAVO I PRAVDA, DEMOKRATSKI HSS - DHSS, ZELENA LISTA, AGRAMERI - NEZAVISNA LISTA;IGOR PETERNEL;IVAN LOVRINOVIÆ;SLAVEN DOBROVIÆ;ŽELJKO PERVAN;GORDANA JURANKO;GORAN JELIÆ;IVAN GRUBIŠIÆ;BORIS JACOVIÆ;DAMIR ÈIÈKO;LJILJANA POPOVAÈKI RAÈIÆ;SNJEŽANA JUKIÆ;ANKICA HRSAN;DRAŽEN KÜHN;DANIEL BABIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;DAVOR BOŽINOVIÆ;VILI BEROŠ;MISLAV HERMAN;MARKO PRIMORAC;ŽELJKO TURK;DAVOR IVO STIER;RADOVAN FUCHS;MARKO PAVIÆ;DANIJELA BLAŽANOVIÆ;MIRJANA KUJUNDŽIÆ TILJAK;TOMISLAV DULIBIÆ;MARIJA VRHOVSKI;IVAN ÆELIÆ;MILJENKO FILIPOVIÆ;HRVATSKA STRANKA GRAÐANSKOG OTPORA - HSGO;JOSIP BABOK;TOMO BILOGRIVIÆ;VESNA WEISS;JASMINKA GAZILJ;ERBLIND STAJKI;SUZANA KIRCHOFER;ZORAN OBADIÆ;JULIA RENDULIÆ;ZLATKO ŠVARC;EDINA TOMAN;DRAGO VALENÈAK;JASMINE KOS MARKULIN;TOMISLAV BAVARÈIÆ;JANJA BABOK;HRVATSKA STRANKA PRAVA - HSP, HRVATSKO BILO, HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS;MARKO JURIÆ;IVAN ILIÈIÆ;JOZO KRAJINOVIÆ;MARIJAN SMILJANIÆ;MELANI BILKIÆ;ANTONIJA MARJANOVIÆ;IVAN PANDŽA;MIRA ILIÈIÆ;SNJEŽANA BILKIÆ;ANTE MARJANOVIÆ;ANKICA MATIJEVIÆ;MIRA SMILJANIÆ;DRAGAN POCRNJA;DOMAGOJ PINTARIÆ;MOST, HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, NEZAVISNA LISTA MLADIH - NLM;NIKOLA GRMOJA;MARKO SLADOLJEV;IVANA KUKOR;LUKA JOVIÆ;FILIP FIŠIÆ;MATEA BARIŠIÆ;TOMISLAV IVIR;ANITA RADIÈEVIÆ;IVAN ORLOVIÆ;ANTONIJA JONJIÆ;DANIJELA HUBLIN;LUKA JAJÈINOVIÆ;IVANA FRLJIÆ MARKOVIÆ;MARKO MILANOVIÆ LITRE;MOŽEMO! - POLITIÈKA PLATFORMA;TOMISLAV TOMAŠEVIÆ;URŠA RAUKAR-GAMULIN;GORDAN BOSANAC;RADA BORIÆ;MARIN ŽIVKOVIÆ;MARIJANA RIMANIÆ;TOMISLAV VUKOJA;IVANA BRAJDIÆ;ZVONIMIR GLAVAŠ;ALEKSANDAR HATZIVELKOS;NENAD LJUBIÆ;ELVIRA MULIÆ;DONAT RADAS;MARIJANA SUMPOR;NEOVISNA LISTA - DAMIR-KRISTIJAN ROGINA;DAMIR-KRISTIJAN ROGINA;JOSIPA JURIÈEV-SUDAC;MICHAEL SHARP;DANIJEL GRGIÈIN;ZRINKA KIRETA;SNJEŽANA AGOSTINI;KREŠIMIR DROPULJIÆ;TOMISLAV ÈOLAKIÆ;KRISTINA FILIPOVIÆ;JOSIP GOLOJUH;ŽELJKO SONIÈKI;ZORICA ŠAMIJA;VALENTINA PAVLAKOVIÆ;IRENA FRANCEKOVIÆ;POKRET ZA MODERNU HRVATSKU;DAMIR GAŠPAROVIÆ;ZDENA MARIÆ;NEVEN BOTICA;MIRJANA MIHELJA;MLADEN FLEGAR;IVANA PURGAR SABALIÆ;MLADEN VISKOVIÆ;JOŽICA KOVAÈ;LJERKO VIÈEVIÆ;LJILJANA PLAVÈAK;SEBASTIJAN BERIŠIÆ;JASMINKA BUNTIÆ;ANDRIJA TUCIÆ;DUBRAVKO PEROŠ;RADNIÈKA FRONTA - RF;HRVOJE ŠTEFAN;DORA ZVJERKOVIÆ;RENATO BABOJELIÆ;NATAŠA MEDVED;DALIBOR PISKREC;MARIJA JELINÈIÆ;VINKO KOROTAJ DRAÈA;MIA KOROLIJA;IVAN REP;IVANA ROGAR;VLATKO BALAIÆ;DAJANA DELIÆ;TIN JURAKOVIÆ;TOMISLAV FIKET;SOCIJALDEMOKRATI, ISTARSKI DEMOKRATSKI SABOR - IDS, PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKI LABURISTI - STRANKA RADA - LABURISTI, DEMOKRATI;NIKŠA VUKAS;ALEKSANDRA BIŠKUPEC ŠEVIÆ;DENIS HRESTAK;KATIJA ÆULAV;MIROSLAV DUKIÆ;JASNA BODRUŽIÆ;ŽELJKO DRAGŠIÆ;SNJEŽANA VIDAKOVIÆ;IRENA POJE-OXENHAM;DRAGO BLAŽUN;ŽELJKO JOZIÆ;MATIJA MALETIÆ;TATJANA HUDIÆ;BOSILJKA JURIÈ;"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, CENTAR, HRVATSKA SELJAÈKA STRANKA - HSS, ""DALIJA OREŠKOVIÆ I LJUDI S IMENOM I PREZIMENOM"" - ""DO i SIP"", NARODNA STRANKA - REFORMISTI - REFORMISTI, GRAÐANSKO-LIBERALNI SAVEZ - GLAS";MIHAEL ZMAJLOVIÆ;MARIJA LUGARIÆ;KREŠO BELJAK;IVAN RAÈAN;SANJA MAJOR;ZVONIMIR NOVOSEL;MAJA GRAÈANIN;ALEN ÈIÈAK;SUZANNA BUÈIÆ;ALEN PRELEC;DARKO VULETIÆ;IVANA FUNDURULIÆ;MARTA ANA CESAR;ALKA VUICA;UMIROVLJENICI ZAJEDNO - POLITIÈKA PLATFORMA - UMIROVLJENICI ZAJEDNO, STRANKA UMIROVLJENIKA - SU, BLOK UMIROVLJENICI ZAJEDNO - BUZ, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU;LAZAR GRUJIÆ;MLADEN NOVOSEL;KATICA BABIÆ;ÐURO MUÈNJAK;RENATA TRESELJ;EDUARD MISSONI;DUBRAVKO ÈAÈKOVIÆ;TOMISLAVA DEDIÆ;NEVENKA PINCULIÆ;DARKO VRKLJAN;DRAGAN MOMÈILOVIÆ;DRAGICA MUÈNJAK;DARKO JUREC;VLATKA NOVOSEL
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;026;KLOKOÈEVEC SAMOBORSKI;DRUŠTVENI DOM KLOKOÈEVEC;KLOKOÈEVEC SAMOBORSKI;286;197;197;192;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;1;37;0;0;0;0;0;0;0;2;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;6;0;1;2;0;0;0;0;0;0;0;0;0;0;49;20;2;0;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;3;2;29;2;0;0;2;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;027;KONŠÆICA;DRUŠTVENI DOM KONŠÆICA;KONŠÆICA;255;164;164;159;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;4;18;0;0;0;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;3;0;4;1;0;0;0;0;0;0;0;0;0;0;18;4;1;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;20;1;0;0;0;0;0;0;0;0;0;0;0;0;13;5;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;4;1;29;0;0;1;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;028;LUG SAMOBORSKI;PROSTORIJE MJESNOG ODBORA LUG SAMOBORSKI;LUG SAMOBORSKI, KNEZA DOMAGOJA 1;824;601;601;579;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;8;91;0;0;2;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;2;0;0;0;0;0;41;12;9;0;3;0;0;0;4;0;0;0;0;0;0;85;19;8;2;3;0;18;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;19;0;0;0;0;0;5;0;0;0;0;0;0;0;60;26;4;0;1;0;0;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;187;23;2;73;9;2;4;9;0;0;0;0;0;0;3;13;2;2;0;1;0;0;0;0;0;0;0;0;0;1
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;029;MALA JAZBINA;KUÆA ROBERTA JAZBINSKI, MALA JAZBINA;MALA JAZBINA 20/1;465;330;330;315;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;1;103;0;0;0;0;0;0;0;1;0;0;0;7;5;3;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;7;0;0;2;0;0;0;0;0;0;1;0;0;0;80;23;3;1;1;1;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;11;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;48;7;1;18;2;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;030;MALA  RAKOVICA;OSNOVNA ŠKOLA U MIRNOVCU;MIRNOVEC;531;387;387;380;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;3;58;1;0;0;0;0;0;3;0;0;0;0;19;6;1;2;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;28;14;0;2;2;0;0;0;0;0;0;1;0;0;0;74;9;5;0;0;0;30;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;20;2;0;0;0;0;0;0;0;0;0;0;0;0;38;9;5;0;0;0;0;0;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;4;0;52;0;0;1;3;0;0;0;0;0;0;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;031;MALI LIPOVEC - VELIKI LIPOVEC;DRUŠTVENI DOM MALI LIPOVEC;MALI LIPOVEC 44;98;80;80;73;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;1;0;1;0;0;0;0;14;2;3;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;27;1;0;19;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;032;MALI LIPOVEC - VELIKI LIPOVEC;VATROGASNI DOM VELIKI LIPOVEC;VELIKI LIPOVEC;76;50;50;48;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;15;1;3;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;3;0;7;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;033;MALI LIPOVEC - VELIKI LIPOVEC;KUÆA MARIJANA LUKŠIÆA;ŠIPAÈKI BREG, ŠIPAÈKI BREG 2/1;27;15;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;034;MALI LIPOVEC - VELIKI LIPOVEC;KUÆA JURAJA JAGODIÆA;DRAGONOŠ 16;16;11;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;5;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;035;MANJA VAS, KOTARI, BUKOVJE PODVRŠKO, PREKRIŽJE PLEŠIVIÈKO;OSNOVNA ŠKOLA U MANJOJ VASI;MANJA VAS;166;114;114;107;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;1;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34;10;4;0;0;1;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;3;0;18;0;0;0;2;0;0;1;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;036;MEDSAVE;DRUŠTVENI DOM U MEDSAVAMA;MEDSAVE;177;135;135;126;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;13;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;3;1;0;0;1;1;0;0;0;0;0;0;0;0;19;8;0;0;0;0;4;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;1;0;47;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;037;MOLVICE;PROSTORIJE MJESNOG ODBORA MOLVICE;ŠKOLSKA 6;592;418;418;404;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;12;60;0;0;0;0;0;0;3;0;0;0;0;48;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;2;3;2;1;0;0;0;0;0;0;0;0;0;1;92;19;5;1;6;0;20;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;12;1;0;0;0;0;1;0;0;0;0;0;0;0;29;13;1;0;1;0;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;5;0;59;1;0;0;1;1;1;0;0;0;0;1;9;2;2;0;0;0;0;0;0;0;0;0;1;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;038;NORŠIÆ SELO;OSNOVNA ŠKOLA U NORŠIÆ SELU;NORŠIÆ SELO;83;48;48;43;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;3;0;0;0;0;1;0;0;0;0;0;0;0;0;24;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;039;OTRUŠEVEC;DRUŠTVENI DOM OTRUŠEVEC;OTRUŠEVEC;252;147;147;136;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;1;24;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;12;2;0;0;2;0;0;0;1;0;0;0;0;0;0;21;3;0;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;0;3;0;0;0;0;0;0;0;14;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;2;0;10;3;0;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;040;PAVUÈNJAK;VATROGASNI DOM PAVUÈNJAK;PAVUÈNJAK;441;285;285;280;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;4;6;0;0;11;0;1;0;1;0;2;0;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;4;0;2;4;0;0;0;1;0;0;0;0;0;73;28;8;1;6;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;1;0;0;0;0;0;0;0;0;0;0;0;0;22;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;8;0;42;4;0;2;5;0;0;0;0;0;0;1;5;1;2;0;0;0;0;0;0;0;0;0;0;0;1
006;VI. IZBORNA JEDINICA;1;ZAGREBAÈKA ŽUPANIJA;grad;SAMOBOR;041;PETKOV BREG;DRUŠTVENI  DOM PETKOV BREG;PETKOV BREG;218;145;145;140;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;4;0;0;2;0;0;1;0;0;0;0;0;14;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;2;0;0;0;0;0;1;0;1;0;36;9;1;1;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;1;1;0;1;0;0;0;0;0;0;0;0;0;4;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;3;0;16;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
