Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - DRAŽEN KELEMINEC - A - HSP - Dražen Keleminec;TEOFIL KOŽUL;BORIS TAKAÈ;ANTONIJO ZIDAR;ALOJZ HRŽENJAK;JADRANKA BIŠÈANIÆ;ZDENKA BEBEK;RAJKO RADAÈIÆ;VATROSLAVA BUDIMIR;ZVEZDANA POSTRUŽIN;DRAGUTIN BELOŠEVIÆ;VIŠNJA ZIEGELMEYER;GORAN POSTRUŽIN;MILE PAULIÆ;NADA LAZAREVIÆ;FOKUS, REPUBLIKA;DAMIR VANÐELIÆ;MARTINA KOLAR BILLEGE;VALENTINA PAVLOVIÆ VINOGRADAC;SUZANA SKOKO;MELITA BESTVINA;JASNA MATASIÆ;MILIVOJ MANDIÆ;DOMINIK KRAMARIÆ;VESELJKO RAJIÈ;MLADEN LASIÆ;ANTONIO PRIŠÆAN;MARTINA MLINAC;ROBERT CAVOR;IVAN ŠKEGRO;ODLUÈNOST I PRAVEDNOST - OIP;KAROLINA VIDOVIÆ KRIŠTO;DINO SAÈARIÆ;TOMISLAV ANTE ZRNC;PETAR PETROVSKI;JOSIP TOMIÈIÆ;HRVOJE LEKO;DARINKA MILJANA BARRUETO JAMAN;IVAN GLAVURDIÆ;IVANA ŠIKIÆ;DRAGAN KORUGA;SLAVEN RUPÈIÆ;KRUNO POLJANÈIÆ;DANIJELA CVITANOVIÆ;DAVOR KRNJAK;STRANKA IVANA PERNARA;LEONARDO LAMON;DUBRAVKA DRAGUN;LEO ALAGIÆ;DIJANA DELIÆ;ZDENKO RINÈIÆ;MIRA KRIVOŠIJA;ANA RADOŠ;KARMELA FIŠER;MARKO KLIŠANIÆ;NEVENKA BORJAN;JAN ŠEREŠ;MARKO PETROVIÆ;HUBERT LOOS;DAVOR PERNAR;AGRARNA STRANKA - POKRET ZA HRVATSKU POLJOPRIVREDU, AKCIJA ZA PROMJENE;ROBERT HADŽIÆ;ŽELJKO ILIÈIÆ;ŽELIMIRA VRABEC;MARIO ZACCARIA;ALBERT MARINCULIÆ;MIA CRNÈIÆ;ŽELJKO POKASIÆ;LADA KRALJEVIÆ;MATE BULJAN;INES VRBAN;MLADEN DUJMOVIÆ;ANTONIA HOHNJEC;LJUBICA PAVRLIŠAK MARINCULIÆ;DENIS CVITKOVIÆ;DOMOVINSKI POKRET - DP, PRAVO I PRAVDA, BLOK ZA HRVATSKU - BLOK, AGRAMERI - NEZAVISNA LISTA;MISLAV KOLAKUŠIÆ;ZLATKO HASANBEGOVIÆ;ZVONIMIR LOVRIÆ;MARIJA VERONKICA CVJETKOVIÆ;MISLAV BARIŠIÆ;STJEPAN STANIÆ;MARIJANA PEHER;DALIBOR BOŽAN;ANA LEDERER;VLADIMIRA IVANKOVIÆ BRADIÆ;ANDREJA ŠEGO TURKOVIÆ;PERO IVANÈIÆ;DORIS PERKOVIÆ;DRAŽAN DIZDAR;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;ANDREJ PLENKOVIÆ;ŽELJKO REINER;NINA OBULJEN KORŽINEK;KREŠIMIR AÈKAR;DARKO KLASIÆ;MARKO MILIÆ;LJUBICA LUKAÈIÆ;ALEMKA MARKOTIÆ;MATO ÈIÈAK;MAKSIMILIJAN ŠIMRAK;MARIO ŽUPAN;TUGOMIR MAJDAK;IVICA MIŠKULIN;JOSIP LUCIÆ;HRVATSKA STRANKA PRAVA - HSP, HRVATSKO BILO, HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS;STEFAN NOVAK;DAMIR KATULIÆ;STJEPAN PALÈIÆ;MATE BEKAVAC;IVICA GAŠPAR;IVAN PALÈIÆ;MAJA JUKIÆ;DANKO IŠTVANEK;ROBERT BODRUŽIÆ;IVANA VRSELJA;KARLO BLAGAJ;MIRJANA HEGEDUŠ;IVAN JURIŠIÆ;LJILJANA GLAD;JAVNO DOBRO;DINKA PAVELIÆ;MARKO MILIN;HRVOJE ÈUPIÆ;LJILJANA MIHALJEVIÆ;ZORAN GRANCARIÆ;DAVORKA KATARINA CINDRIÆ;RENATA SKOVRON;NATAŠA JURLIN;DAMIR PIJAŽA-MIKELIÆ;MILOŠ ILIÆ;GALINA POPOVIÆ;NINO REBRONJA;IVA TADIÆ;LJUBICA ÐANKOVIÆ;MOST, HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, NEZAVISNA LISTA MLADIH - NLM;MARIJA SELAK RASPUDIÆ;IVAN BEKAVAC;GLORIA TKALÈIÆ;BRANIMIR PERVAN;NADA FINDERLE;JOSIP PERIŠA;IRIS VERONIKA CETINA;KREŠIMIR ROTIM;TINA BULIÆ;LOVRO MILAKOVIÆ;VALENTINA DOROTIÆ;ANTONIO KULIŠ;MARIJA ZUBEC;DAMIR SLOJŠEK;MOŽEMO! - POLITIÈKA PLATFORMA;SANDRA BENÈIÆ;IVANA KEKIN;DAMIR BAKIÆ;TEODOR CELAKOSKI;MARTA KIŠ;MARIJA BRAJDIÆ VUKOVIÆ;LUKA KEREÈIN;TOMISLAV DOMES;SUZANA DOBRIÆ;TONKO BOGOVAC;MARIJA KRNIÆ;LUKA KAMENEÈKI;MATKO DUJMOVIÆ;JAN KRUHAK;POKRET ZA MODERNU HRVATSKU;SONJA VIDOŠEVIÆ LJUBIÆ;DAMIR MIHELIÆ;ELLA DELAÈ;IVAN PURGAR;TENA ŠAMEC;JURICA ILIÆ;KATARINA BERIŠIÆ;ŽELJKO ŽEGARAC;MARIJA JELIÆ;LUKA GAŠPAROVIÆ;SNJEŽANA IVÈEVIÆ;JOSIP PALIÆ;MATEA PIKNJAÈ;VLADO PODHRAŠKI;PRAVEDNA HRVATSKA - PH;MILAN VRKLJAN;TIHOMIR MAJIÆ;VESNA ÈIŽMAR;ROBERT LILION;JADRANKA PERASIÆ;ŽELJKO STILINOVIÆ;KATICA DŽIJAN LILION;ŽELJKO STARÈEVIÆ;SANJA ERDELJA-ŠENJUG;MARIO VRKLJAN;MIRJANA VRKLJAN RADOŠEVIÆ;DARKO PODGORELEC;DAVOR JANDRIÆ;JOSIPA OTTA PAUN;RADNIÈKA FRONTA - RF;DENIS GETO;ŽELJKA BILOŠ;NENAD RIZVANOVIÆ;KARMEN RATKOVIÆ;VLADIMIR CVETKOVIÆ;MILENA KRAMER;ŽELJKO KAŠAJ;JOSIPA VLASAC GLASNOVIÆ;ANTONIO HORVATIÆ;BARBARA TRBOJEVIÆ;NEVEN BRNJAS;BRANKA GALIÆ;SINIŠA BARIŠIÆ;VELIBOR ZANINOVIÆ;SOCIJALDEMOKRATI, ISTARSKI DEMOKRATSKI SABOR - IDS, PRIMORSKO GORANSKI SAVEZ - PGS, HRVATSKI LABURISTI - STRANKA RADA - LABURISTI," DEMOKRATI;DAVORKO VIDOVIÆ;IVANA POSAVEC KRIVEC;SANJA ŠUTEJ;STANISLAV FRANÈIŠKOVIÆ BILINSKI;MATO ŠIMIÆ;MAJA GLIBO PRICA;IGOR MATIJEVAC;NEDJELJKO TUDJA;SANJICA FRESL;MLADEN PETRONIJEVIÆ;NINA PLEŠE;KATICA POŽEGA;ADRIAN ŠEVIÆ;BARBARA-ELIZABETA OTHMAN;""SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP", CENTAR, HRVATSKA SELJAÈKA STRANKA - HSS," """"DALIJA OREŠKOVIÆ I LJUDI S IMENOM I PREZIMENOM"""" - """"DO i SIP""""", NARODNA STRANKA - REFORMISTI - REFORMISTI," GRAÐANSKO-LIBERALNI SAVEZ - GLAS"";ARSEN BAUK;DALIJA OREŠKOVIÆ;BRANKO KOLARIÆ;MARIJANA PULJAK;SARA MEDVED;JOSIP TICA;IVANA MLINAR;FRANKO DOTA;LJILJANA ŠTOKALO;SAŠA STANISLAV HORVATH;DALIBOR PREVENDAR;LANA PAVIÆ;DANICA JURIÈIÆ SPASOVIÆ;IVO JELUŠIÆ;UMIROVLJENICI ZAJEDNO - POLITIÈKA PLATFORMA - UMIROVLJENICI ZAJEDNO", STRANKA UMIROVLJENIKA - SU, BLOK UMIROVLJENICI ZAJEDNO - BUZ, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU;MILIVOJ ŠPIKA;DRAŽEN ŠTIGLIÆ;ANKICA BIRTIÆ;LJEPOSAVA BARTA;IVAN KRESONJA;DRAGAN ŠOLAJA;PREDRAG BISIÆ;KATA ALAVANJA;VERICA LEŠKOVIÆ;ANÐA BOŠNJAKOVIÆ;PEPICA CRNIÆ;MARTINA MARIJANÈIÆ;STJEPAN ÈIRJAK;ŠTEFICA MARINOVIÆ
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;028;PETAR ZRINSKI;OŠ PETRA ZRINSKOG;KRAJIŠKA ULICA 9;973;692;692;681;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;50;16;24;0;1;0;0;0;1;0;0;0;0;0;0;156;98;1;1;0;2;1;0;11;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;42;20;2;0;2;0;0;0;0;1;0;0;0;0;1;160;81;11;7;0;3;0;0;0;0;1;1;1;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;1;0;0;0;0;0;0;202;53;47;10;1;2;1;0;2;0;1;2;1;1;3;20;8;0;0;1;0;1;0;0;1;1;0;0;0;1,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;029;ZRINJEVAC;PROSTORIJE MJESNOG ODBORA;PALMOTIÆEVA ULICA 30;778;523;523;505;18;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;6;0;0;0;0;0;0;0;0;0;0;0;1;0;13;8;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;15;12;0;0;0;1;1;0;3;0;0;0;0;0;128;76;0;4;0;2;5;0;9;0;3;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6;0;0;0;0;0;1;0;0;1;0;0;0;0;140;61;21;6;4;0;0;0;1;0;1;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;3;0;0;0;0;0;0;0;0;0;0;0;0;1;127;31;29;2;0;2;3;0;0;1;0;0;1;2;3;11;1;0;0;2;0;0;1;0;0;0;0;1;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;030;ZRINJEVAC;PROSTORIJE MJESNOG ODBORA;PALMOTIÆEVA ULICA 30;686;494;492;484;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;12;0;0;0;0;0;0;0;1;0;0;0;0;1;20;19;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;13;19;0;0;0;2;0;1;3;0;1;0;0;0;112;66;1;3;1;0;1;0;9;0;0;2;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;13;1;0;0;0;0;0;0;0;0;1;0;0;0;139;73;12;5;5;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;98;29;21;2;2;2;2;1;0;0;0;1;1;0;0;10;5;0;0;0;0;0;0;1;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;031;AUGUST CESAREC;PROSTORIJE MJESNOG ODBORA;TKALÈIÆEVA ULICA 33 DVORANA, PRIZEMLJE DESNO;1178;762;761;744;17;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;29;19;1;0;0;0;0;0;0;0;0;0;0;0;0;13;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;59;30;25;1;0;1;1;0;0;1;0;0;0;0;0;264;168;2;4;3;0;7;0;15;0;0;1;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;28;2;0;2;0;0;0;1;1;0;0;0;0;0;129;54;13;4;3;2;0;1;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0;12;6;0;0;0;0;0;0;0;1;0;0;0;0;0;157;47;31;4;2;2;1;0;0;0;0;2;2;0;1;9;1;0;1;0;1;0;0;0;0;1;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;032;GORNJI GRAD;STARA GRADSKA VIJEÆNICA;ULICA SV. ÆIRILA I METODA 5;1143;793;793;789;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;30;20;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;134;4;1;0;4;1;0;17;1;4;1;2;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;47;28;1;0;0;0;0;0;1;0;0;0;0;0;0;191;73;40;5;4;0;1;0;1;2;1;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;189;49;47;1;7;4;0;0;1;0;0;2;0;1;4;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;033;GORNJI GRAD;STARA GRADSKA VIJEÆNICA;ULICA SV. ÆIRILA I METODA 5;930;610;610;597;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;9;0;0;0;0;0;0;0;0;0;1;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;12;23;0;0;0;0;1;0;0;0;0;0;0;0;151;105;0;0;0;0;1;0;4;0;4;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;41;24;1;0;0;0;1;0;1;0;0;0;0;0;2;159;74;25;6;1;0;1;1;0;0;0;0;1;4;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;3;1;0;0;0;0;0;0;0;0;0;0;0;0;148;42;32;0;3;1;5;0;1;1;0;1;0;4;0;17;5;2;1;0;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;034;GUPÈEVA ZVIJEZDA;UPRAVA GRADSKIH GROBLJA;ALEJA HERMANNA BOLLEA 27;553;385;385;376;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;5;13;0;0;0;0;0;0;1;0;0;0;0;0;98;60;6;0;0;0;0;0;6;0;1;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;9;0;0;1;0;0;0;1;0;1;0;0;0;1;77;33;8;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;109;29;23;2;0;1;4;3;1;0;0;0;1;1;1;12;5;0;0;1;2;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;035;GUPÈEVA ZVIJEZDA;PROSTORIJE MJESNOG ODBORA, DVORANA LIJEVO;KSAVER 203;474;334;334;333;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;3;4;0;2;0;1;0;0;0;0;0;0;0;0;78;48;1;0;1;1;0;0;4;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;9;1;0;0;0;0;0;0;0;0;0;0;0;0;81;29;12;6;1;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;102;33;16;1;2;1;0;0;0;1;0;0;2;1;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;036;GUPÈEVA ZVIJEZDA;CENTAR ZA REHABILITACIJU 'ZAGREB';ORLOVAC 2;605;456;456;451;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;27;13;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;16;29;2;0;0;1;0;0;0;0;0;0;0;0;135;80;0;0;0;1;2;0;4;0;2;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13;0;0;0;0;0;0;0;0;0;0;0;0;0;94;42;16;7;0;0;0;0;0;0;1;0;0;0;0;4;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;98;30;14;0;2;2;2;0;1;0;0;1;0;0;3;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;037;IVAN KUKULJEVIÆ SAKCINSKI;PROSTORIJE MJESNOG ODBORA;RADNIÈKI DOL 1;738;541;541;535;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;9;2;0;0;0;0;0;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;28;8;11;0;0;0;0;0;1;0;0;0;0;0;0;122;77;1;3;1;0;0;0;3;0;0;0;0;0;4;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;25;11;1;0;1;0;0;1;1;0;0;0;0;0;0;149;59;23;11;1;2;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;1;0;1;0;0;0;0;0;0;0;0;1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;135;36;29;2;2;2;3;0;0;0;0;0;1;1;0;12;7;1;0;1;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;038;IVAN KUKULJEVIÆ SAKCINSKI;OŠ PANTOVÈAK;HERCEGOVAÈKA ULICA 108;832;571;571;565;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;15;0;0;1;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;17;12;2;0;1;1;0;0;1;0;1;1;0;0;123;72;1;2;0;1;0;0;1;0;1;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;42;15;1;1;0;1;0;1;1;0;6;1;1;0;0;169;75;23;12;1;1;0;2;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;124;39;20;1;0;3;4;0;1;0;0;0;0;2;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;039;KRALJEVEC;PROSTORIJE MJESNOG ODBORA;KRALJEVEC 11;887;648;648;632;16;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;19;1;1;0;0;0;0;0;0;0;1;1;0;1;15;13;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;14;10;1;0;1;0;0;1;0;0;0;0;0;1;178;111;1;1;0;1;2;1;7;0;0;1;2;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;12;0;0;0;0;0;0;0;0;2;0;0;0;0;156;72;19;6;2;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;1;0;0;155;40;30;1;0;1;1;0;0;0;0;0;1;0;1;6;4;0;0;0;0;0;0;1;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;040;MEDVEŠÈAK;PROSTORIJE MJESNOG ODBORA;MEDVEŠÈAK 2;1204;873;873;856;17;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;34;16;2;0;1;0;0;0;0;0;0;0;0;0;0;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76;22;30;3;3;0;0;0;0;0;0;0;0;2;0;189;98;1;5;0;5;6;1;14;0;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52;26;0;2;2;0;0;1;3;0;1;0;0;0;1;238;102;28;8;0;5;1;1;1;2;2;1;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;0;1;0;0;0;0;2;0;0;0;0;0;0;11;4;1;1;2;0;0;0;0;0;0;0;0;0;0;213;75;29;9;6;2;3;0;0;0;0;1;2;4;5;13;7;0;0;0;0;0;0;0;0;0;0;0;0;1,,,,,,,,,,,,,,,,,,,,,,,,,,
001;I. IZBORNA JEDINICA;21;GRAD ZAGREB;grad;ZAGREB - I. IZBORNA JEDINICA;041;MEDVEŠÈAK;PROSTORIJE MJESNOG ODBORA;ULICA MILANA ŠUFFLAYA 2;721;524;524;511;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;11;1;0;0;0;0;1;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;12;21;0;0;0;1;0;1;0;0;0;0;0;0;104;64;1;2;3;1;1;0;8;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;12;3;0;0;0;0;0;2;0;0;0;0;0;0;144;55;16;3;1;1;0;0;0;1;1;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;0;2;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;139;31;32;5;3;1;9;1;0;0;0;0;1;1;1;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0,,,,,,,,,,,,,,,,,,,,,,,,,,
