Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - DRAŽEN KELEMINEC - A - HSP - Dražen Keleminec;DRAGUTIN JAMBREÈINA;ŽELJKO ANTONÈIÆ;IVAN PAVUSA, roð.1962.;DAVID LEŠNJAK;TIHOMIR KRIŽANIÆ;BRANKICA LEDINŠÈIÆ;MARIJAN BLAGA;STJEPAN PRAVICA;FRANJO POBI;VLADO BRUNEC;DOMINIK ŠPOLJAR;ANDRIJA KOLAR;JOSIP KOÈMAR;IVAN PAVUSA, roð.1957.;FOKUS, REPUBLIKA;GORAN ALEKSIÆ;DRAŽEN JELAVIÆ;ADRIJANA CVRTILA;DARKO ZVER;LUKA KRALJEVIÆ;IVANA JOKIÆ;SLAVKO MEZDJIÆ;MARE JERKOVIÆ;NEVENKA PUH MALOGORSKI;BARBARA VINCEKOVIÆ;TOMISLAV PALJAK;FILIP DELIÆ;MIRELA GOJKOVIÆ NOVAK;BISERKA VINCEKOVIÆ;ODLUÈNOST I PRAVEDNOST - OIP;SINIŠA MARKULINÈIÆ;ELEONORA ERNOIÆ KRNJAK;MILJENKO KNIEWALD;IVAN BELEC;MILJENKA STRJAÈKI;DARKO ÈUÈEK;KARLO MIKIÆ;MARO FRANUŠIÆ;VLADO KESER;ZDENKA PERIÆ;MONIKA ÈIŽMEK;VESELJKO KRALJ;NENAD KONDRES;MARIO JEÈMENJAK;STRANKA IVANA PERNARA;LIDIJA FERENÈAK;DAVID KOVAÈIÆ;IVAN LOVAKOVIÆ;IVANA ŠAIÆ;NIKOLA PERAS;MARIJA ŠRBEC;LJUBOMIR FLAJŠMAN;PETAR JAGARÈEC;MAJA POKOS;MATEO CILER;MARIJA DUJMOVIÆ;ANDREJ ŠPOLJAR;SARA KORJENIÆ;MARKO ŠVIGIR;DOMOVINSKI POKRET - DP, PRAVO I PRAVDA, DEMOKRATSKI HSS - DHSS, ZELENA LISTA;DAVOR DRETAR;IVANÈICA PAHOR;DAVOR RASPASOVIÆ;DAVOR PEJNOVIÆ;MARIJAN HOHNJEC;MARIJAN TUPEK;IVAN JAKLIN;DRAGA KELER;ROBERT ŽIŽANOVIÆ;IVICA ŠANTEK;NEVENKA LONÈARIÆ JELAÈIÆ;MARIJA BIŠKUP;EMICA POGLEDIÆ;JOSIPA RODIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;ANÐELKO STRIÈAK;ZORAN GREGUROVIÆ;LJUBOMIR KOLAREK;PREDRAG ŠTROMAR;DAMIR HABIJAN;ŽARKO TUŠEK;SANJA BOROVEC;DRAŽEN SRPAK;LJUBICA JEMBRIH;SINIŠA JENKAÈ;ROBERT ŠPLAJT;GORDANA RAMUŠÆAK;ZDRAVKO TUŠEK;GORAN KANIŠKI;HRVATSKA STRANKA GRAÐANSKOG OTPORA - HSGO;JOSIP BABOK;VESNA VUKOVIÆ;ŠTEFICA HUSEINOVIÆ;KREŠIMIR JAMBROŠIÆ;IVICA PETRINJAK;MARINA ÈRNJAK;BARICA GOTIÆ;MIRJANA ILAK;BOŽIDAR TARODI;TOMO LONÈAREVIÆ;NADA BABOK;BOŽO BABIÆ;BLAŽENKA ŠÆETINEC;JASNA DAMJANOVIÆ;HRVATSKA STRANKA PRAVA - HSP, HRVATSKO BILO, HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS;IGOR REŠETAR;GORANKA BARIÈEVIÆ;BARBARA FUÈEC BOROVIÆ;MLADEN KRANJEC;IVAN VURUŠIÆ;JOSIPA VANDETTA HABULA;MATEJA VRANOVIÆ;ŽELJKO POMPER;FILIP HLAPÈIÆ;DANILA MARTAN;ANA ŠTEFIÈAR;JOSIP RADEK;EDI DODLEK-BARIÈEVIÆ;MARIO SLAVIÈEK;MEÐIMURSKI DEMOKRATSKI SAVEZ - MDS;ŽELJKO PAVLIC;MIRJANA KORUNIÆ;MILJENKO ZELENBABA;MARTINA CIMERMAN TELJEGA;JOSIP BOŽIÆ;ŽELJKA NOVAK;ŽELJKO MEDLOBI;NEDELJKA NOVAK;DRAGUTIN ŠARIÆ;VESNA PAVLIC;BOŽIDAR KOS;SUZANA PETEK;IVAN CMREÈNJAK;RUŽICA DOBRANIÆ;MOST, HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, NEZAVISNA LISTA MLADIH - NLM;ŽELJKO SAÈIÆ;ROBERT PODOLNJAK;MARIJA HERTELENDI;BRIGITA MUŽAR;DOMINIK KLEMENÈIÆ;ANÐELKO MARTINÈEVIÆ;ZLATKA VINKOVIÆ;MAGDALENA PRANJEŠ;MARIJAN BOHNEC;IVANÈICA MILOVEC;IVANA ŠLEZAK;VOJMIR SABOLIÆ;STJEPAN DAMIŠ;JOSIP LISAK;MOŽEMO! - POLITIÈKA PLATFORMA, HOÆEMO PRAVEDNO;LUKA KORLAET;DUBRAVKA NOVAK;DRAGICA TRUMBETAŠ;DANIELA ŠIRINIÆ;DOROTEA STRELEC;RENATA SEVER;MATIJA KRALJ ŠTEFANIÆ;PETAR ELDAN;ROMAN KARATUROVIÆ;DAMIR KOVAÈIÆ;ZDRAVKO KRZNAR;INES BANIÈEK-VUK;MARIJA HOLETIÆ;MARINA PAVKOVIÆ;NEOVISNA LISTA -  VIKTOR ŠIMUNIÆ;VIKTOR ŠIMUNIÆ;ROMEO VINCELJ;INES DEBELIÆ;LEONARD FULIR;PETRA BOLFEK BELOŠEVIÆ;TINA DUNDOVIÆ;ADALBERT TURNER;JOSIPA GREGORINA;DARKO MIRT;MARTINA TOPOLOVEC;BARTOL KNEZIÆ;MIRTA MARIJA MUŠEC;BRANKO FEREK-JAMBREK;DARIO JURIÈAN;NEZAVISNA PLATFORMA SJEVERA - NPS;MATIJA POSAVEC;DUBRAVKO BILIÆ;ROBERT GREBLIÈKI;LJERKA CIVIDINI;MILORAD BATINIÆ;IGOR ŠEGOVIÆ;KSENIJA KRIVEC JURAK;RAJKO SOLAR;ÐURÐICA SLAMEK;VELIMIR KUÈKO;ANICA NARANÐA;BOJANA PETRIÆ;MIRJANA MURK;IVICA BAKSA;RADNIÈKA FRONTA - RF;HRVOJ KRŽAK;SINIŠA MILIÈIÆ;ANDREJA JAGEÈIÆ;GORAN JAKUŠ;SANJA LEŽ;MANUELA PERŠIÆ;TOMISLAV LUKEC;KRISTINA PETRUŠA;SINIŠA VUDRAGOVIÆ;ANKICA NEMET;MISLAV SOKAÈIÆ;CARMEN KRŽAK;ZVONIMIR KOŠÆAK;GORAN STRAHIJA;"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, CENTAR, HRVATSKA SELJAÈKA STRANKA - HSS, ""DALIJA OREŠKOVIÆ I LJUDI S IMENOM I PREZIMENOM"" - ""DO i SIP"", NARODNA STRANKA - REFORMISTI - REFORMISTI, GRAÐANSKO-LIBERALNI SAVEZ - GLAS";SINIŠA HAJDAŠ DONÈIÆ;BARBARA ANTOLIÆ VUPORA;ŽELJKO KOLAR;BOŠKA BAN VLAHEK;MIROSLAV MARKOVIÆ;JASENKA AUGUŠTAN-PENTEK;NATALIJA MARTINÈEVIÆ;MARIO MEDVED;ANDREJA MARIÆ;ŽELJKO POSAVEC;ANITA CURIŠ KROK;LOVRO LUKAVEÈKI;RADIMIR ÈAÈIÆ;LANA REMAR;UMIROVLJENICI ZAJEDNO - POLITIÈKA PLATFORMA - UMIROVLJENICI ZAJEDNO, STRANKA UMIROVLJENIKA - SU, BLOK UMIROVLJENICI ZAJEDNO - BUZ, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU;MIROSLAV VOJVODIÆ;VESNA BAJKOVEC;DRAGA VUKOJE-CUPAÆ;IVAN KRANJC;ROBERT MARIJANÈIÆ;DANIJELA MILAŠIN;KATA MUŽJAK;ZDENKA FARKAŠ;STAKA STIPANIÈIÆ;AMALIJA ÈUHNIL;ÈESTMIR KOMAREK;BOŽICA VREÈIÆ;FRANJO GURABIÆ;FRANCO CUCULIÆ
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;018;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE ŽUPANIJSKOG SUDA;BRAÆE RADIÆ 2;564;374;374;360;14;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;15;5;1;0;0;0;0;1;0;0;0;0;0;0;1;62;16;0;0;1;24;0;2;0;0;9;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;3;0;0;0;0;0;0;1;1;0;0;0;0;45;5;16;0;0;3;0;0;1;0;1;0;0;0;0;5;2;0;0;1;0;0;0;0;0;0;0;0;0;2;13;5;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;183;25;4;0;0;8;0;2;0;2;8;0;61;21;0;10;5;0;0;0;0;1;0;2;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;019;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE ŽUPANIJSKOG SUDA;BRAÆE RADIÆ 2;562;402;402;388;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;1;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;12;2;2;0;0;0;0;0;0;0;1;0;0;0;1;87;10;0;0;0;33;0;0;0;0;12;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;21;3;4;0;1;5;0;0;0;0;0;0;0;0;0;56;4;14;0;0;5;0;0;1;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14;5;0;0;1;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174;23;9;3;0;2;0;1;0;0;5;1;50;16;5;7;0;2;0;0;0;0;0;0;1;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;020;VARAŽDIN;"PROSTORIJE POSLOVNE ZGRADE ""ELEKTRA""";KRATKA 3;534;405;405;398;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;1;1;0;0;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;2;76;17;0;1;3;24;0;0;0;0;5;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;4;6;0;1;0;0;0;0;0;0;0;0;0;0;58;7;10;0;0;2;0;2;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;17;10;2;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;187;32;5;2;0;5;0;5;0;2;4;0;50;31;4;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;021;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE TOMISLAV ŠPOLJAR;JURJA KRIŽANIÆA 33;734;519;519;511;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;1;111;19;0;0;10;32;0;0;0;1;8;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;7;0;0;0;3;1;0;0;0;0;0;0;0;0;67;8;19;1;0;0;0;0;5;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;1;0;0;0;3;16;9;3;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;254;29;9;1;0;9;0;1;0;6;8;0;62;24;4;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;022;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE TOMISLAV ŠPOLJAR;JURJA KRIŽANIÆA 33;707;506;506;492;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;3;0;0;0;0;0;0;0;0;0;0;0;0;110;25;0;0;13;35;0;0;0;0;9;0;1;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;7;3;0;0;5;1;0;0;1;0;1;0;0;0;55;4;7;1;0;3;1;1;2;1;0;1;0;0;0;7;2;1;0;0;0;0;1;1;0;0;0;0;0;2;23;12;3;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;215;30;4;0;0;4;1;3;0;0;5;0;56;26;0;11;1;2;0;0;0;0;2;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;023;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE CENTRA ZA ODGOJ I OBRAZOVANJE  TOMISLAV ŠPOLJAR;JURJA KRIŽANIÆA 33;655;445;445;436;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;2;0;0;0;0;2;0;0;0;0;0;0;3;86;33;0;0;4;28;0;0;0;0;7;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;36;8;4;0;1;5;0;0;0;0;1;1;0;0;0;49;4;10;0;1;3;0;1;4;0;0;0;0;0;1;7;2;0;0;0;0;0;0;0;0;1;0;0;0;1;16;9;0;0;0;0;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;201;23;12;2;2;5;1;3;0;1;9;0;53;13;3;12;3;0;0;0;0;1;0;1;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;024;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;547;387;386;375;11;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;14;7;0;0;0;0;0;0;0;0;0;0;0;0;1;97;22;2;0;2;33;0;0;0;0;9;0;2;0;6;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;0;1;0;0;0;1;0;0;1;0;0;0;0;32;3;4;1;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;7;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;170;31;6;0;1;4;0;7;0;0;9;1;51;17;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;025;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;1278;903;903;876;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;2;1;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;40;18;5;1;0;0;0;1;0;0;0;0;0;0;1;171;27;0;0;13;67;0;0;3;0;13;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;14;5;3;1;7;1;0;0;0;2;1;0;0;0;110;11;26;0;0;4;1;2;2;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;16;5;0;0;2;2;0;2;0;1;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;418;58;5;6;2;11;1;7;0;4;14;1;122;40;6;8;2;2;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;026;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;719;531;531;522;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;13;1;1;0;0;0;2;0;0;0;0;0;0;4;117;23;1;0;4;42;0;1;1;0;11;0;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;10;3;0;0;1;1;0;1;0;2;0;0;0;1;44;6;6;2;0;3;1;1;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;16;8;1;0;0;0;0;0;4;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;260;44;8;0;0;8;2;5;1;2;7;1;68;41;1;11;2;1;0;0;0;0;0;0;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;027;VARAŽDIN;BIRALIŠTE 4, PROSTORIJE VI. OSNOVNE ŠKOLE;DIMITRIJE DEMETRA 13;867;632;632;616;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;1;1;0;0;0;0;0;0;0;4;0;0;0;7;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;23;13;2;0;0;0;0;3;0;0;0;0;0;0;1;138;25;0;0;10;43;0;0;0;0;15;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5;3;1;1;3;2;0;0;0;1;0;0;0;0;68;12;12;0;1;5;1;0;0;2;0;0;0;0;0;6;1;0;0;0;0;1;0;0;0;0;0;0;0;1;34;19;2;0;2;3;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;285;37;8;0;0;12;1;2;0;1;9;1;67;30;3;8;1;0;0;1;0;1;0;0;0;0;0;0;0;1
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;028;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;731;453;453;432;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;10;0;0;0;0;0;0;0;0;0;18;3;1;0;0;0;0;4;0;0;0;0;0;0;3;104;21;1;4;6;27;0;0;0;0;7;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;34;6;6;1;0;7;1;0;0;0;0;0;2;0;0;39;1;15;0;1;1;1;1;1;0;0;0;1;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;17;11;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181;35;8;2;0;6;1;6;0;2;3;2;41;12;1;9;3;0;0;0;0;0;0;1;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;029;VARAŽDIN;BIRALIŠTE 2, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;922;583;583;571;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;1;0;0;0;0;0;1;3;0;0;1;9;1;1;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;2;0;0;0;1;1;0;0;0;0;32;9;0;1;0;0;1;1;0;0;1;0;1;0;4;113;29;0;0;3;31;1;0;0;1;7;0;0;1;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;15;8;0;1;1;3;0;0;0;1;0;0;0;0;48;5;9;0;0;3;4;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;21;0;0;0;1;1;0;0;0;0;0;0;1;0;5;0;1;0;0;1;0;0;0;0;1;0;0;0;0;257;27;9;1;1;28;3;8;0;2;12;0;65;31;1;8;2;0;0;0;0;0;1;1;0;0;0;0;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;030;VARAŽDIN;BIRALIŠTE 3, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;949;621;621;610;11;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;11;3;0;0;0;0;0;0;0;0;0;3;0;0;1;7;2;0;0;0;0;0;0;0;0;2;0;0;0;0;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;46;19;3;0;0;0;0;1;0;0;0;3;0;0;0;127;34;2;0;15;41;0;1;1;0;11;0;3;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;10;3;0;0;9;0;0;0;0;0;0;0;0;0;84;12;20;0;0;4;7;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;28;13;1;0;1;0;0;0;2;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;241;39;9;1;1;13;0;6;0;1;8;0;58;27;3;13;3;0;0;0;0;0;1;1;0;0;0;1;0;0
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;031;VARAŽDIN;BIRALIŠTE 4, PROSTORIJE IV. OSNOVNE ŠKOLE;M. A. RELJKOVIÆA 36;849;562;562;541;21;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;12;1;2;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;8;1;1;0;0;0;0;0;0;0;0;0;0;2;118;41;1;0;10;29;0;0;1;0;13;0;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;23;7;2;0;0;2;0;0;0;0;1;0;0;0;0;54;5;8;0;1;2;1;0;0;1;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;24;12;0;0;1;1;0;1;0;0;0;0;0;0;0;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;259;37;4;2;0;13;1;5;1;1;23;0;62;25;1;7;3;0;0;0;0;0;0;0;0;0;0;0;0;1
003;III. IZBORNA JEDINICA;5;VARAŽDINSKA ŽUPANIJA;grad;VARAŽDIN;032;VARAŽDIN;BIRALIŠTE 1, PROSTORIJE DJEÈJEG VRTIÆA;VLADIMIRA GORTANA 19;878;611;611;591;20;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;1;0;1;0;0;0;0;0;0;3;0;0;0;6;4;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;8;1;0;1;0;0;2;0;0;0;0;2;0;0;132;38;0;1;8;36;1;0;0;0;15;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;35;9;1;0;0;15;0;0;1;0;0;0;0;0;1;47;3;10;1;0;3;0;0;1;0;0;0;0;0;3;5;0;0;0;0;0;0;0;1;0;0;1;0;0;0;30;17;3;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;273;43;15;1;0;18;1;6;0;1;19;0;65;28;3;17;6;0;0;0;0;1;0;1;0;0;0;0;0;0
