Rbr IJ;Naziv izborne jedinice;Rbr.županije;Županija;Oznaka Gr/Op/Dr;Grad/opæina/država;Rbr BM;Naziv BM;Lokacija BM;Adresa BM;Ukupno biraèa;Glasovalo biraèa;Glasovalo biraèa (po listiæima);Važeæi listiæi;Nevažeæi listiæi;AUTOHTONA - HRVATSKA STRANKA PRAVA - DRAŽEN KELEMINEC - A - HSP - Dražen Keleminec;JURE HULJEV;DALIBOR FUÆAK;ANDRIJA ŠKRIBULJA;VJEKOSLAV JOVIÆ;ANKA ÐURIŠIÆ;ZLATKO OREŠKOVIÆ;TIHOMIR MESAROV;ZORAN ŠAJKOVIÆ;SENKA DURDOV;HRVOJE DRAGANIÆ;TOMISLAV RUKAVINA;MILAN ŽUFIKA;ZORAN POSTRUŽIN;MIRKO KOROŠEC;FOKUS, REPUBLIKA;GORDANA DERANJA;LORAN MILANOVIÆ;DAMIR PRHAT;DAMIR GRÜNBAUM;MILAN PERKOVIÆ;IVA DELLABERNARDINA;NIKOLINA BENIÆ;PATRICIJA VANÐELIÆ;MARIJA VIRKES;NENAD ŠÆULAC;DENIS KIŠ;MARIJA VARŽIÆ GOLUBIÆ;IGOR LUKEŽ;ANDREJ RADETIÆ;ODLUÈNOST I PRAVEDNOST - OIP;HRVOJE ŽUPARIÆ;ANDRIJA RUŽIÆ;BOJAN VUKOREPA;FANI RADOVAN RIGOVIÆ;TIHOMIR KRALJEVIÆ;SENAD BEGIÆ;EDO ŠARUNIÆ;ANTO LUJIÆ;ZORAN ANDRIÆ;TONI GJAJA;LEONARDO ŠALIÆ;MILKA LOZIÆ;MARTA MATANOVIÆ;VESNA JAKOPOVIÆ;STRANKA IVANA PERNARA;IVANA ŠAIN;VLADIMIR LEON KELLER;DENI RAKOVIÆ;ANGELINA PRPIÆ;BENITO LJUBOVIÆ;ENA BABIÆ;FILIP MARIÆ;NINA ŠIMONOVIÆ;STEFANO VIDONIS;GORDANA VIDAK;ROKO ORLOVIÆ;LEAN MARETIÆ;DANIJELA HORVAT;MIRSADA IMŠIROVIÆ;DOMOVINSKI POKRET - DP, PRAVO I PRAVDA;IVAN VILIBOR SINÈIÆ;BOŽANA KRISTIÆ;MARINA BEG UMILJENOVIÆ;SNJEŽANA BAŽAJ-BOÆKAI;MATEA FILIPOVIÆ;PAOLA VELLICO BATEL;MILICA ERCEG;IVICA KRSTAŠ;RITA UJÈIÆ;MARIJAN ZOVIÆ;DENI JANKO;ZORAN STJEPANOVIÆ;FRANJO BARTOLAC;DAVOR POPOVIÆ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ, HRVATSKA SOCIJALNO - LIBERALNA STRANKA - HSLS, HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS, HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS, HRVATSKA STRANKA UMIROVLJENIKA - HSU;OLEG BUTKOVIÆ;ANTON KLIMAN;JOSIP OSTROGOVIÆ;TOMISLAV KLARIÆ;IRENA HRSTIÆ;ALEN RUŽIÆ;JOSIP BORIÆ;DAVOR ZUBOVIÆ;ILIRJANA-CROATA MEDUR;ANA KUÈIÆ;MARIO BRATULIÆ;IVAN BUBIÆ;KRISTJAN STANIÈIÆ;IVAN KIRIN;HRVATSKA STRANKA PRAVA - HSP, HRVATSKO BILO, HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS;MARIN BUBANJ;STIPICA BAŠKARAD;NIKO PUŠELJA;GABRIJELA ANIÈIÆ;ELVIRA MARIÆ;TATJANA SMOJVER-SILOV;DANICA MARKOVIÆ;LJUBICA ŠEVERDIJA;NIVES KLJAJIÆ;DUBRAVKO MARŠAL;SLAVKO VRBAN;MIROSLAV MARKOVIÆ;DEJAN ILIJIÆ;ROBERT CIFREK;ISTARSKI DEMOKRATSKI SABOR - IDS, PRIMORSKO GORANSKI SAVEZ - PGS, UNIJA KVARNERA - UNIJA, ISTARSKA STRANKA UMIROVLJENIKA - PARTITO ISTRIANO DEI PENSIONATI - ISU - PIP, SOCIJALDEMOKRATI, NARODNA STRANKA - REFORMISTI - REFORMISTI, DEMOKRATI, HRVATSKI LABURISTI - STRANKA RADA - LABURISTI;DALIBOR PAUS;DARIJO VASILIÆ;VALTER GLAVIÈIÆ;LORIS PERŠURIÆ;HELGA MOŽÉ;EMIL DAUS;TAJANA MASOVÈIÆ;LJILJANA MILOŠ;TEA MIÈIÆ BADURINA;ANTEO MILOS;KATARINA NEMET;SENKA ŠUBAT;MARKO PALIAGA;MARKO BORAS MANDIÆ;MOST, HRVATSKI SUVERENISTI, HRVATSKA KONZERVATIVNA STRANKA - HKS, NEZAVISNA LISTA MLADIH - NLM;MARIN MILETIÆ;IVAN VIDOVIÆ;PETRA MANDIÆ;LUKA JAKOPOVIÆ;SILVIJA TERLEVIÆ;MARIJAN ŠEGOTA;SABINA MAROV;BORIS ADŽIÆ;JELENA ALESSIO;VERICA ÆORKOVIÆ;ORHAN SALI;IZABELA ÐAKOVIÆ;ALEKSANDAR-SAŠA MILAKOVIÆ;JOSIP KATALINIÆ;MOŽEMO! - POLITIÈKA PLATFORMA;DUŠICA RADOJÈIÆ;MORENA LEKAN;NEBOJŠA ZELIÈ;ENNA PEROŠ;SLAVEN BOLJUN;IVA DAVORIJA;HANA PALEKA;MIHA PAUS;NOEL MIRKOVIÆ;ANA FONOVIÆ;RENATO STANKOVIÆ;DANIEL ANTUNOVIÆ;DRAGAN DRUŽETA;SUZANA JAŠIÆ;RADNIÈKA FRONTA - RF;KATARINA PEOVIÆ;GORAN MATIÆ;KARIN GRGOROVIÆ;BORIS KAPURALIN;DUBRAVKA KOVAÈEVIÆ;ENIS ÈAUŠEVIÆ;GORDANA VUDRAGOVIÆ;NIJAZ DELIÆ;NATALIJA STEFANOVIÆ;BOJAN BIRK;BISERKA MOMÈINOVIÆ;ALEKSANDAR ALOBIÆ;IZVOR RUKAVINA;LEMS JERIN;"SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP, CENTAR, HRVATSKA SELJAÈKA STRANKA - HSS, ""DALIJA OREŠKOVIÆ I LJUDI S IMENOM I PREZIMENOM"" - ""DO i SIP"", GRAÐANSKO-LIBERALNI SAVEZ - GLAS";PEÐA GRBIN;MIRELA AHMETOVIÆ;ZLATKO KOMADINA;SANJA RADOLOVIÆ;SAŠA ÐUJIÆ;ANA PUŽ KUKULJAN;MARIN RAÈIÆ;SLOBODAN FRUK;MARKO FERENAC;MARIA BLAŽINA;KRISTIAN ÈARAPIÆ;BOJANA PUZIGAÆA;NADJA POROPAT;ŽELJKO JOVANOVIÆ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP;VLADIMIR KAPURALIN;DAVOR RAKIÆ;ULIANA MOSCARDA;MILOŠ MITROVIÆ;RANKA ÈIÈOVAÈKI;LUCA ANTONIO ŠURAN;RUŽA KNEŽEVIÆ;MARIN BRKLJAÈA;DANICA OBREZA;LUKA ERCEGOVIÆ;ZAHIDA DEDUKIÆ;SLOBODAN OBREZA;ILONA ŠIMIÈIÆ;DARKO MILIÆ;UMIROVLJENICI ZAJEDNO - POLITIÈKA PLATFORMA - UMIROVLJENICI ZAJEDNO, STRANKA UMIROVLJENIKA - SU, BLOK UMIROVLJENICI ZAJEDNO - BUZ, DEMOKRATSKA STRANKA UMIROVLJENIKA - DSU;MARIJA PALAZIOL;ANÐELKA BIJELONJIÆ;EUFEMIA MIŠIÆ;MIRKO BIJELONJIÆ;DENIS PAULETIÆ;VLADIMIR ŠIMUNIÆ;DARKO ŠEGOTA;BLAŽENKA BERGIÆ;BRANKO BIJELONJIÆ;VESNA MATOŠEVIÆ;ŽELJKO BILIÆ;CHRISTINE BIBALO-BALAŠKO;MILORAD KARDUM;JOSIP PULIÆ;Latitude;Longitude
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;6;VELI LOŠINJ;PROSTORIJA MJESNOG ODBORA;VELI LOŠINJ, OBALA MARŠALA TITA 36;771;433;433;421;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;27;4;3;0;0;0;0;0;3;0;0;0;0;0;0;104;24;0;2;1;3;2;2;1;1;45;1;1;1;1;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;20;6;4;0;0;0;0;0;0;1;1;0;0;0;1;39;15;1;0;0;0;0;0;6;0;0;0;0;0;0;27;4;1;0;0;0;0;0;0;0;0;0;0;0;0;21;3;0;0;0;1;1;0;1;0;0;0;0;0;0;162;47;22;13;2;3;1;1;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;44.52128949999999;14.5009043
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;7;ILOVIK;ILOVIK - PROSTORIJA MJESNOG ODBORA;ILOVIK;121;56;56;55;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;14;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;18;3;4;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;44.4619233;14.5456362
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;8;SUSAK;SUSAK - PROSTORIJE MJESNOG ODBORA - DOM ISELJENIKA;SUSAK;231;68;68;64;4;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;3;0;0;0;0;0;0;28;5;0;0;0;0;0;0;0;0;16;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;44.5086378;14.3067315
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;9;UNIJE;UNIJE - PROSTORIJA MJESNOG ODBORA - SALA IZNAD TRGOVINE;UNIJE;95;45;45;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;7;4;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.6360042;14.2504766
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;10;ÆUNSKI;ÆUNSKI - PROSTORIJE MJESNOG ODBORA;ÆUNSKI BR. 23;290;149;149;146;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;1;0;0;0;1;0;0;1;0;0;0;9;1;0;0;0;0;0;0;5;0;0;0;0;0;0;39;8;0;1;0;0;1;1;0;0;23;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;1;0;0;0;0;0;0;0;0;11;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;58;22;13;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.5885651;14.4102235
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;11;NEREZINE;"NEREZINE - PROSTORIJA ""GRADSKE VIJEÆNICE""";NEREZINE, TRG STUDENAC;516;294;294;289;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;0;0;0;0;0;4;0;0;0;0;0;0;84;17;0;0;0;0;0;0;0;0;47;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;31;1;9;0;0;0;0;0;0;0;0;0;0;0;10;17;11;0;0;0;0;0;0;0;0;0;0;0;0;0;24;1;6;0;0;0;0;0;0;1;0;0;0;0;0;7;3;1;0;0;0;0;0;0;0;0;0;0;0;0;95;19;20;18;0;1;1;0;0;0;0;1;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;44.6588059;14.3966576
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;12;PUNTA KRIŽA;PUNTA KRIŽA - PROSTORIJA OSNOVNE ŠKOLE;PUNTA KRIŽA;61;37;37;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;1;1;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.5315814;14.4720423
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;MALI LOŠINJ;13;BELEJ;"BELEJ - PROSTORIJA ""ZADRUŽNOG DOMA""";BELEJ;79;45;45;41;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;0;0;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44.7778309;14.4242547
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;1;BIRAÈKO MJESTO BR. 1;PROSTORIJE MJESNOG ODBORA KLENOVICA;KLENOVICA, OMLADINSKI PRILAZ 2;493;282;282;279;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;3;0;0;2;0;0;0;0;1;0;0;0;1;180;153;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;0;1;0;0;1;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;55;18;11;6;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.1036396;14.84542
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;2;BIRAÈKO MJESTO BR. 2;PROSTOR BIVŠEG OBITELJSKOG DOMA ZA STARIJE I NEMOÆNE OSOBE NOVI VINODOLSKI;MARIJANA BUTKOVIÆA 6, POVILE;229;149;149;147;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98;81;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;27;10;8;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.1153755;14.822174
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;3;BIRAÈKO MJESTO BR. 3;PROSTORIJE BIVŠE OSNOVNE ŠKOLE DONJI ZAGON;DONJI ZAGON B.B.;107;78;78;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;36;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;2;4;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.1385187;14.8203385
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;4;BIRAÈKO MJESTO BR. 4;PROSTORIJE DOMA KULTURE LEDENICE;LEDENICE;148;127;127;120;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;65;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;5;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.1385896;14.8407225
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;5;BIRAÈKO MJESTO BR. 5;"PROSTORIJE ""DOMA KULTURE"" BATER";BATER BB;114;91;91;87;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;50;42;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;4;4;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;45.14995829999999;14.8512265
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;6;BIRAÈKO MJESTO BR. 6;PROSTORIJE VATROGASNOG DOMA NOVI VINODOLSKI;NOVI VINODOLSKI, VATROGASNA 2;439;291;291;282;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;8;0;0;0;0;0;0;0;0;0;0;0;0;0;153;121;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;4;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;81;14;19;8;0;19;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;1;0;0;0;0;0;0;0;45.12856499999999;14.7899128
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;7;BIRAÈKO MJESTO BR. 7;"PROSTORIJE ""MALE SALE DOMA KULTURE""";NOVI VINODOLSKI, KORZO HRVATSKIH BRANITELJA 1;684;443;443;437;6;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15;3;0;0;1;0;0;0;0;0;0;0;0;1;1;252;207;2;1;2;0;2;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;4;0;0;1;0;0;0;1;1;0;0;0;0;21;13;0;0;0;0;1;0;0;0;0;0;0;0;0;19;3;0;3;0;0;0;0;0;0;1;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;100;17;23;11;1;24;1;0;0;0;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;45.129124;14.7896519
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;8;BIRAÈKO MJESTO BR. 8;"PROSTORIJE OSNOVNE ŠKOLE ""IVAN MAŽURANIÆ""";NOVI VINODOLSKI, LOKVICA 2;690;441;441;431;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;0;0;0;0;0;0;0;0;0;1;0;0;241;205;0;0;1;0;0;1;0;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;13;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;129;21;21;7;0;40;1;2;1;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45.12751799999999;14.7919028
8;VIII. IZBORNA JEDINICA;8;PRIMORSKO-GORANSKA ŽUPANIJA;grad;NOVI VINODOLSKI;9;BIRAÈKO MJESTO BR. 9;PROSTORIJE NARODNE ÈITAONICE I KNJIŽNICE NOVI VINODOLSKI;NOVI VINODOLSKI, TRG VINODOLSKOG ZAKONA 1;763;442;442;436;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;6;0;0;0;0;0;0;0;0;0;0;0;0;0;220;184;0;0;1;0;0;2;6;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;11;0;4;0;0;0;0;0;0;1;0;0;1;0;1;18;7;0;4;0;0;0;0;0;1;0;0;0;0;0;15;0;0;0;0;1;0;0;0;0;0;0;1;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;137;34;19;11;0;30;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0;0;45.12847439999999;14.7889687
